UF2,UF3,UF4,UF5,UF6,UF7,UF8,UF9,UF10,UF11,UF12,UF13,UF14,UF15,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,HF9,HF10,label
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0175,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0111111111111111,0.0571428571428571,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0122699386503067,0.054054054054054,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.0377358490566037,0.0714285714285714,0.5,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0363636363636363,0.0526315789473684,1.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0128205128205128,0.3333333333333333,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0869565217391304,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0721153846153846,0.03125,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00836820083682,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0171428571428571,0.125,1.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0909090909090909,0.1764705882352941,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0156739811912225,0.0329670329670329,0.0,0
0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0
